ticket_subject,ticket_description,category,subcategory,device_type,tags
CRM not syncing with email,The CRM is not pulling in emails from Outlook. Integration appears broken.,software,CRM,desktop,"software,CRM,sales,medium"
Printer offline status,The printer shows as offline despite being powered on and connected to the network.,hardware,printer,printer,"hardware,printer,hr,critical"
Antivirus software out of date,Antivirus definitions have not updated in over 30 days on multiple machines.,software,security,mobile,"software,security,finance,high"
Tablet battery not holding charge,Tablet drains within 2 hours even on low usage. Needs battery replacement.,hardware,tablet,tablet,"hardware,tablet,production,critical"
Password policy confusion,User is unsure of current password requirements and needs guidance.,access,password,desktop,"access,password,r&d,critical"
Desktop not powering on,The desktop PC will not turn on despite power being connected correctly.,hardware,desktop,desktop,"hardware,desktop,production,low"
Tablet battery not holding charge,Tablet drains within 2 hours even on low usage. Needs battery replacement.,hardware,tablet,tablet,"hardware,tablet,procurement,low"
Monitor not displaying image,Monitor remains black even though the computer is on and cable is connected.,hardware,monitor,monitor,"hardware,monitor,hr,medium"
WiFi password changed and users locked out,WiFi credentials were changed and users have not received the new password.,network,WiFi,tablet,"network,WiFi,finance,medium"
VPN slow speeds affecting productivity,"Remote users experience very slow VPN speeds, making file access impractical.",access,VPN,laptop,"access,VPN,operations,medium"
WiFi interference causing slow speeds,WiFi speeds in the open workspace are very slow due to suspected interference.,network,WiFi,tablet,"network,WiFi,legal,critical"
Antivirus update failed on workstation,Workstation antivirus failed to update and is showing an error code.,software,antivirus,desktop,"software,antivirus,operations,low"
VPN drops connection frequently,"VPN disconnects every 10-15 minutes, interrupting remote work.",access,VPN,laptop,"access,VPN,hr,medium"
WiFi authentication error,Devices get an authentication error when trying to connect to corporate WiFi.,network,WiFi,tablet,"network,WiFi,logistics,medium"
Application license expired,Users are getting a license expiry message and cannot use the application.,access,application,desktop,"access,application,executive,high"
Scanner feeder jamming frequently,The automatic document feeder is jamming with every batch of pages.,software,scanner,desktop,"software,scanner,hr,high"
Antivirus scan causing system slowdown,Scheduled antivirus scans are causing severe system slowdowns during work hours.,software,antivirus,desktop,"software,antivirus,r&d,high"
Software license audit request,Please provide a summary of active software licenses for compliance review.,other,general,desktop,"other,general,production,medium"
Laptop won't boot up,My laptop is stuck on the boot screen and won't load the OS.,hardware,laptop,laptop,"hardware,laptop,logistics,medium"
WiFi dead zone in conference room,There is no WiFi signal in the second-floor conference room. Extender needed.,network,WiFi,tablet,"network,WiFi,procurement,medium"
IoT sensor offline,An IoT sensor in the server room has gone offline and is not reporting data.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,finance,low"
Scanner feeder jamming frequently,The automatic document feeder is jamming with every batch of pages.,software,scanner,desktop,"software,scanner,r&d,medium"
Scanner not detected by computer,The document scanner is connected but not recognized by the workstation.,software,scanner,desktop,"software,scanner,marketing,critical"
CRM not syncing with email,The CRM is not pulling in emails from Outlook. Integration appears broken.,software,CRM,desktop,"software,CRM,logistics,low"
Printer prints blank pages,The printer produces blank pages instead of the expected document output.,hardware,printer,printer,"hardware,printer,operations,high"
Desktop audio not working,No sound output from desktop. Speakers and headphones both affected.,hardware,desktop,desktop,"hardware,desktop,logistics,medium"
CRM access needed for new sales rep,New sales team member needs access provisioned in the CRM system.,software,CRM,desktop,"software,CRM,finance,high"
Phishing email reported by user,A user received a suspicious phishing email. Please investigate and advise.,software,security,mobile,"software,security,executive,high"
VPN access needed for contractor,Please provision VPN access for an external contractor starting this week.,access,VPN,laptop,"access,VPN,production,low"
ERP module missing from dashboard,A required ERP module has disappeared from the user dashboard after an update.,software,ERP,desktop,"software,ERP,procurement,medium"
ERP custom report failing,A custom ERP report is failing to generate with a generic error.,software,ERP,desktop,"software,ERP,r&d,high"
WiFi guest network not working,The guest WiFi network is unreachable. Visitors are unable to connect.,network,WiFi,tablet,"network,WiFi,legal,medium"
Departed employee account deactivation,Please disable all accounts for an employee who has left the company.,access,account,desktop,"access,account,logistics,critical"
Shared mailbox access request,Team member needs access to the shared department mailbox.,software,email,desktop,"software,email,hr,medium"
